[2024-01-31 16:41:48,004][root][INFO] - using 1 gpus
the PU data is ['KA04', 'KA15', 'KA16', 'KA22', 'KA30', 'KB23', 'KB24', 'KB27', 'KI14', 'KI17', 'KI21']
the PU data is ['KA04', 'KA15', 'KA16', 'KA22', 'KA30', 'KB23', 'KB24', 'KB27', 'KI14', 'KI17', 'KI21']
--------PU Dataset:(0, 1) TL Task---------
the input kind is fft,the model kind is ResNet18
the opt infor is {'name': 'adamw', 'lr_src': 0.001, 'lr_tar': 0.001, 'lr_scheduler': 'designed', 'weight_decay_src': 0.0001, 'weight_decay_tar': 0.0001}
the data infor is {'data_name': 'PU', 'data_path': 'D:/P_new/PU_dataset', 'TL_list': [0, 1, 2], 'input_kind': 'fft', 'norm_kind': 'mean-std', 'TL_Task': [0, 1]}
100%|██████████| 11/11 [00:00<00:00, 33.25it/s]
100%|██████████| 11/11 [00:00<00:00, 33.45it/s]
Task: [0, 1], Iter:1/50; Accuracy_S/T = 87.30%/ 76.07%; Loss= 1.08
Task: [0, 1], Iter:37/50; Accuracy_S/T = 100.00%/ 94.58%; Loss= 0.57
Task: [0, 1], Iter:38/50; Accuracy_S/T = 100.00%/ 94.25%; Loss= 0.57
Task: [0, 1], Iter:39/50; Accuracy_S/T = 100.00%/ 92.36%; Loss= 0.57
Task: [0, 1], Iter:40/50; Accuracy_S/T = 100.00%/ 94.80%; Loss= 0.58
Task: [0, 1], Iter:41/50; Accuracy_S/T = 100.00%/ 92.36%; Loss= 0.57
Task: [0, 1], Iter:42/50; Accuracy_S/T = 100.00%/ 92.55%; Loss= 0.57
Task: [0, 1], Iter:43/50; Accuracy_S/T = 100.00%/ 94.80%; Loss= 0.57
Task: [0, 1], Iter:44/50; Accuracy_S/T = 100.00%/ 93.31%; Loss= 0.57
Task: [0, 1], Iter:45/50; Accuracy_S/T = 100.00%/ 94.40%; Loss= 0.57
Task: [0, 1], Iter:46/50; Accuracy_S/T = 100.00%/ 94.40%; Loss= 0.57
Task: [0, 1], Iter:47/50; Accuracy_S/T = 100.00%/ 94.11%; Loss= 0.56
Task: [0, 1], Iter:48/50; Accuracy_S/T = 100.00%/ 95.02%; Loss= 0.56
Task: [0, 1], Iter:49/50; Accuracy_S/T = 100.00%/ 93.71%; Loss= 0.56
Task: [0, 1], Iter:50/50; Accuracy_S/T = 100.00%/ 93.60%; Loss= 0.57
